,transaction_hash,tx_index,bundle_type,bundle_index,block_number,eoa_address,to_address,gas_used,gas_price,coinbase_transfer,total_miner_reward
34,0x07fd0a8d214a16e080d5b97351da5f0909f187a2fed919e4b0272fdc9c5ec148,30,rogue,3,13398310,0x21a31Ee1afC51d94C2eFcCAa2092aD1028285549,0xeB6C8ad78316cC1f98f49c8a4fDC832E5dDF1F3c,21000,212240780331,0,4457056386951000
35,0x047ca2f9f7e5dc7576049171bbae7fa7705898ebde045f14b3290efa6079f480,31,rogue,3,13398310,0x56Eddb7aa87536c09CCc2793473599fD21A8b17F,0xE0AA8A779C5621A8104816Ea8d747F58DB83EeD4,21000,212240780331,0,4457056386951000
36,0xb6e563fabfb95df5abd15beef3da8ebac58ca671d2aa72fcbe3ab53b09dd0d43,32,rogue,3,13398310,0xDFd5293D8e347dFe59E90eFd55b2956a1343963d,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,65625,212240780331,0,13928301209221875
37,0x33a2bb052c7eb8d8fbd0223ec65974b6999b5586083b1b76106025cf92e4a4cf,33,rogue,3,13398310,0x9696f59E4d72E237BE84fFD425DCaD154Bf96976,0x7F41A38ce42A507c211DDFC0797a5F6e38f95aE3,21000,212240780331,0,4457056386951000
38,0x746c7155064706ae7733a87b720953e00cac75bf17d6a6dfcb6d5f614aa4b881,34,rogue,3,13398310,0xDFd5293D8e347dFe59E90eFd55b2956a1343963d,0xC08512927D12348F6620a698105e1BAac6EcD911,63104,212240780331,0,13393242202007424
39,0x6eeca19cb8f21455c35507f4538773b27d35186048ef92e146c2da2c4ae95605,35,rogue,3,13398310,0x4976A4A02f38326660D17bf34b431dC6e2eb2327,0xb2C5AE080a236fE89A87fDbd1F9D58aD4b57c6B2,21000,212240780331,0,4457056386951000
40,0xd29b6c101969b4429032a1b2c95a394357581ea3c290520253a64a2a7e78c8b2,36,rogue,3,13398310,0x21a31Ee1afC51d94C2eFcCAa2092aD1028285549,0x50D1c9771902476076eCFc8B2A83Ad6b9355a4c9,51536,212240780331,0,10938040855138416
41,0x646478a56d241dff716e5f2a02fd7312d4cb31e7e3a97691746397fdd3002ebb,37,rogue,3,13398310,0x28C6c06298d514Db089934071355E5743bf21d60,0x0D8775F648430679A709E98d2b0Cb6250d2887EF,34764,212240780331,0,7378338487426884
42,0xdafe6c72a6e019bfd93ed063b4f9f47951aff7e69f00e042c8668f2061298653,38,rogue,3,13398310,0xDFd5293D8e347dFe59E90eFd55b2956a1343963d,0x3472A5A71965499acd81997a54BBA8D852C6E53d,124732,212240780331,0,26473217012246292
43,0xd888d1b4e490d6b0a4af1a2fc533a8cfef09f9c754802a97c69dc3a0115fdae3,39,rogue,3,13398310,0x21a31Ee1afC51d94C2eFcCAa2092aD1028285549,0x9BE89D2a4cd102D8Fecc6BF9dA793be995C22541,61703,212240780331,0,13095892868763693
44,0x1c50f5f4132226a06118aee02ac5e1382770ef4bae3c210a0a6ea69dc90563f2,40,rogue,3,13398310,0x28C6c06298d514Db089934071355E5743bf21d60,0x623efc4610Aa21e9d216609e802Fa6a919A28BA7,21000,212240780331,0,4457056386951000
45,0xe7e9a45389addab1793652aca2027ba18476f1bd00046f53d0604c35c8fd415f,41,rogue,3,13398310,0xDFd5293D8e347dFe59E90eFd55b2956a1343963d,0x0202Be363B8a4820f3F4DE7FaF5224fF05943AB1,34737,212240780331,0,7372607986357947
46,0xaa0211554199d669d5bfa255fd6e72bee68bb72384d18100076c63a4b63d92cd,42,rogue,3,13398310,0x28C6c06298d514Db089934071355E5743bf21d60,0xdAC17F958D2ee523a2206206994597C13D831ec7,46121,212240780331,0,9788757029646051
47,0x686561a28f35a9d357e90096b9413b5be4650258033a0589e87f8548e5cfff97,43,rogue,3,13398310,0xDFd5293D8e347dFe59E90eFd55b2956a1343963d,0x92D6C1e31e14520e676a687F0a93788B716BEff5,191173,212240780331,0,40574706698218263
48,0x326cba6ab1ca1b2c4070cd3a755c014b25b6fe5d8290bf300dbe987a599e1780,44,rogue,3,13398310,0x5C985E89DDe482eFE97ea9f1950aD149Eb73829B,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,65613,177240780331,0,11629299319857903
49,0xe1fa429d87d995cc762895110c98fd337c28c7c9ff1a3868dff2be08b74fbb8b,45,rogue,3,13398310,0x5C985E89DDe482eFE97ea9f1950aD149Eb73829B,0x1b6C5864375b34aF3Ff5Bd2E5f40Bc425B4a8D79,35098,177240780331,0,6220796908057438
50,0x71be0e07f24d7f6a7c13bcba265fae352f7924c45b60625039f891f3cfb33f10,46,rogue,3,13398310,0xE93381fB4c4F14bDa253907b18faD305D799241a,0x20945cA1df56D237fD40036d47E866C7DcCD2114,39293,177240780331,0,6964321981545983
51,0xe6e84533c0ffccd4c45dad34f9e9d67dc4667ea6e01a3ccc69f06c395043e747,47,rogue,3,13398310,0xE93381fB4c4F14bDa253907b18faD305D799241a,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,54040,177240780331,0,9578091769087240
52,0xbdd04cf614b6d2ed43b84ed0a51a963869347b035e2f865aaa5eb3366a926e83,48,rogue,3,13398310,0xF598b81Ef8c7b52a7F2a89253436e72ec6DC871f,0xce4DA22F8Aa8aF326D4fd5116a205f42c702e38B,21000,151974995644,0,3191474908524000
53,0xbf2ad61a98edcddeb62757ee78b5ee4449c3337565c820bc491c0d7f83acccc3,49,rogue,3,13398310,0x300247a58dae81870b928738C9C0b0f679DDbaB3,0x3506424F91fD33084466F402d5D97f05F8e3b4AF,32455,146240780331,0,4746244525642605
54,0x71487804db644ac2ef60c5444f2cedec77e085b349b89c0d01f042df1dec2c64,50,rogue,3,13398310,0x35aCcC9016B4482d3d0eed63D4430D18424C5Ed6,0xEb30e4BbA2bDF7cc3Ee691FC35AB8B8F5316E4b0,21000,135377019655,0,2842917412755000
55,0xdc064b16cd124ba56de969e22af8a0f6d86ba8d8c50b807418519d19c9e915d9,51,rogue,3,13398310,0xbe0c0FD30782cD3a64013fD88B736F94A3EAB659,0xCdc1b06D22D87C9466d6cDFdA9a2b6Feef7EA159,272968,120331615745,0,32846680486681160
56,0x2d637e4cea6c8cba99143d14ddb84a741e44d67f26f8da165e8285ac970a63ed,52,rogue,3,13398310,0xa270F3ad1a7a82E6a3157F12a900f1E25BC4FbFD,0xD56B6E53A550eF955bE142d59F89a2356df3F462,21000,120240780331,0,2525056386951000
57,0x1be251067abed457c253b286d6ac0878ca7f0a593e36c8956452ec7f4f615a78,53,rogue,3,13398310,0xD8c4f168C50B1698c35a7F666808FCA63114A019,0x64fA0D00F39bb2D4D8253890366723968f9fbF8E,21000,120240780331,0,2525056386951000
58,0xe62f427d73d9d3a902f52299c180bb09ddcfde458c51fc009446c6c1c60dc2b9,54,rogue,3,13398310,0x6FEE6c4aDEA3DC74F6438c4D9488cc86b35cC476,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,65625,117240780331,0,7693926209221875
59,0xc34a00964ea483901f13b000a9ac667b163bd5b4d7043fc8b52e9bc38d22be46,55,rogue,3,13398310,0xCf3A98d499EC85B94286bD76b50378AaAE62f244,0xBb3fd383d1C5540E52EF0A7bcb9433375793aEAF,21000,115440780331,0,2424256386951000
60,0xf5e84ab18ff35f57db46cfa65b762de462636c31f3843adbd359741ad95741ea,56,rogue,3,13398310,0x4B0401Fe6B84C52d4F4310c371c731a2B6D0964D,0xDe49eff1a08f2631Fe96D46c46E5342285D8F322,21000,115440780331,0,2424256386951000
61,0xbb0664d0ae06e27b33bdf0eb34ac67c4a3601de4fdf2a4fc9a15365ddf4f15b6,57,rogue,3,13398310,0xad91992471d34a090DC21c7dc8e7d47A2F0A5251,0x3146Dd9c200421A9c7d7b67bd1b75Ba3e2c15310,1068910,109240780331,0,116768562503609210
62,0xe0866ce9148d35f303a977a1de4f7f78a83210b4a746fa4705ccfead42cf8051,58,rogue,3,13398310,0x910Bbfd60F5D01962eb28914c9EccfaE1fdBD497,0xdAC17F958D2ee523a2206206994597C13D831ec7,48573,107367652468,0,5215168983328164
63,0xa81c02964b531ca995dc4bdd22fbee1d16735137e62e98f037b35f0578790181,59,rogue,3,13398310,0x11ADA83B90480aD2960837dC605fbd2baB600DA6,0xC098B2a3Aa256D2140208C3de6543aAEf5cd3A94,21000,104550780331,0,2195566386951000
64,0x0b9b27f705a633b077ce95c2eb8a5df25591ac7b89f7f28cc5d82eee5004cc99,60,rogue,3,13398310,0xB75690F6916933261796A06f93Dd6a3E8706b020,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,51895,100240780331,0,5201995295277245
65,0xdfd6ad03dba640a9f43cb4b97ee79ccdba1ad54e1221eda94f5bb517785ecd43,61,rogue,3,13398310,0x9735f02AE6Db046F57C3E8b5108ee972d6ab9b67,0xA58c6d53c5c5C3266Bd60e6059718eBBcB0913dF,21000,100240780331,0,2105056386951000
66,0x2272999972cbfae2888d1aadbc2654670ee57bd893c82f8278e9a668164e2eb9,62,rogue,3,13398310,0xCD4C3c91e8e88342A838ce1AcD979F2FdF0cfB28,0xE41d2489571d322189246DaFA5ebDe1F4699F498,30006,97666457204,0,2930579714863224
67,0x36791e240de7cc671c932c8f4a15e509e6e2d730ed677130c35971779e6cf858,63,rogue,3,13398310,0x4Ac92D60CB6415232E62db519657c33ABdcd102F,0x7C62BE81B4372202E090Ee22cae8a8F643f4469e,21000,97602987878,0,2049662745438000
68,0x871617d7632de1fa326a46bcf97b04807ccecdae2dfe7db03ab1818615939ae3,64,rogue,3,13398310,0x06b34620315DB336B2cD36e41c38005A1FD43b4d,0x3146Dd9c200421A9c7d7b67bd1b75Ba3e2c15310,737630,90240780331,0,66564306795555530
69,0x8bc7170d50d98e81d676b4299f17e2854a7836ac3bc6bc805ec42ef579830576,65,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x8c15Ef5b4B21951d50E53E4fbdA8298FFAD25057,56964,89838043429,0,5117534305889556
70,0x842eb3a1cc4a86bc8fcc4de976934c7077941e786797486e034733d581ae537b,66,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x16ECCfDbb4eE1A85A33f3A9B21175Cd7Ae753dB4,57159,89838043429,0,5135052724358211
71,0x8816e763a6688b4e77543d2f4805f95f8dfbed9664a01cf69d6fc243f58f3f27,67,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0xa47c8bf37f92aBed4A126BDA807A7b7498661acD,51837,122498946663,0,6349977898169931
72,0x756cbf8e0c7d532192d19d907df5d17ac179bf18813113765f1a9b85581d913c,68,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0xF411903cbC70a74d22900a5DE66A2dda66507255,72300,122498946663,0,8856673843734900
73,0xff2cd0897af04d02fbddc7a0ea9f6a5dcae52db4ffd53efbf4eb280109dad60c,69,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x408e41876cCCDC0F92210600ef50372656052a38,37195,122498946663,0,4556348321130285
74,0x04c95de6074eb7d3e2c08d9c3ef3d6200bc786b3634ea16a55bc45fb1fba734a,70,rogue,3,13398310,0x196a8E7BcB41A679cd56a09d0E198AC7Af43d7cE,0x4d246bE90C2f36730bb853aD41d0a189061192d3,34907,88901077811,0,3103269923148577
75,0x744b5dd45b5cf4acdffdc30138e5ddc59c6df706657dc725f9c6fc8b016932fe,71,rogue,3,13398310,0x000223f245958443c59EaA9E867799B996D357f0,0x4d246bE90C2f36730bb853aD41d0a189061192d3,49909,88901077811,0,4436963892469199
76,0x7db81f35fd5b4ec7d5ca8f6867ced8aa680d501aeceb34815d6e21af46cdc7aa,72,rogue,3,13398310,0x32Cd1F7BdaE90B87E9b58d25d2ef7b09f6A9B548,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F,31935,87901077811,0,2807120919894285
77,0x9d24427626a79831283407b174cc1136fbe818ade991670360abec8d59899472,73,rogue,3,13398310,0xB8444612315392799fe4dEFD057c0faf9DCA42F7,0xCaDF4FFA3c2fC4784ba064928f403Aee7B02d80e,70463,87901077811,0,6193773645796493
78,0x67661a78247350b996e75a87119f565d8fc0d0d9ef33d726844174ffa603f24a,74,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,53954,85740527471,0,4626044419170334
79,0xc907074d5f2ed8360b118defc5d7de4d65b0257073e3b023f304441e061bf1ca,75,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,54399,85740527471,0,4664198953894929
80,0x997d9898b8cfcdb02cd216237395d8fd19685f10c7da0a05eb257c45f73ae823,76,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x6F919D67967a97EA36195A2346d9244E60FE0dDB,52000,85740527471,0,4458507428492000
81,0x60ef5445b373e808f19cb75d9849f17a5be0d305ba9a68b1c71efea68e1225fe,77,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x8c15Ef5b4B21951d50E53E4fbdA8298FFAD25057,39852,85740527471,0,3416931500774292
82,0x388096e5e39fdbd28569e36f7801d8d249b489963e2f7d0862f73adbe6993831,78,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0xF411903cbC70a74d22900a5DE66A2dda66507255,72300,85740527471,0,6199040136153300
83,0x717f3bd51a43a7c0af5a18dfa28e8029fa94818c6ee24d583c9262f30975e8f6,79,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,51883,85740527471,0,4448475786777893
84,0xd9a4d769ecb144b72ec1594be8db30732d86e5ccfdb5834a2dcd589c7ddd2e5d,80,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0xF411903cbC70a74d22900a5DE66A2dda66507255,72300,96083562447,0,6946841564918100
85,0x913c691f85189654ef9be4dc0d02565cfa0000c5bcd4f078268cd15dd3cde8c0,81,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x6B175474E89094C44Da98b954EedeAC495271d0F,34730,105240780331,0,3655012300895630
86,0x0e22976119143c9bc2131b2359d93886be70fc0545efbd0e6aa44e28b9ed0df5,82,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x8c15Ef5b4B21951d50E53E4fbdA8298FFAD25057,39852,105240780331,0,4194055577751012
87,0x653cc33c918b869b504cb63beabb96c66ce0871e5616e5bde85c6210244b4464,83,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0xF411903cbC70a74d22900a5DE66A2dda66507255,55188,105240780331,0,5808028184907228
88,0xed6bc2f2848976b7f7efb3e8f75d9dc5639a76115608865f85ac0b18483efa8e,84,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,51907,106240780331,0,5514640184641217
89,0x8d11a62858554faa10899eb18964ad2f181af9ba2c3c23c908e8a29644baf14c,85,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0xAC51066d7bEC65Dc4589368da368b212745d63E8,51597,106240780331,0,5481705542738607
90,0xeae864b407131705d1895d03a913f6cb39b1c44200bc03378421cf474f38f90c,86,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0xF411903cbC70a74d22900a5DE66A2dda66507255,72324,149013917696,0,10777282583445504
91,0x3728e0ac7d633a60f465d33c127c41b8d2a3145187eccb702ae00fccef8aa485,87,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x8c15Ef5b4B21951d50E53E4fbdA8298FFAD25057,39852,149013917696,0,5938502648020992
92,0x654cd1b7be3ba6cb36654c461745e9731de976a14bf67d8d099e66aba86d583c,88,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,51895,149013917696,0,7733077258833920
93,0x732e86bab607323e04e27d814517ddb1e77f9e2b546aa6c1d6c82fa35cd8b260,89,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,34795,149013917696,0,5184939266232320
94,0xdecb16d28cf2cd2621c6469df150a4dd1f73cca54890fa654489cbbc730a905d,90,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0xB9EefC4b0d472A44be93970254Df4f4016569d27,34943,114257903501,0,3992513922035443
95,0x06f40c301c2ddbfd297c2e0278b2c1253d4ff81c37a32b9d00bcb01b04d61b28,91,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0xF411903cbC70a74d22900a5DE66A2dda66507255,72288,122816461811,0,8878156391393568
96,0x0e498b6b1fc190ec87e6dba24bda2c42c70dd53673e2389ff9529e4f986a75b1,92,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,51883,122816461811,0,6372086488140113
97,0x312dcf48ca7ac30970ed863fc25fb142ecfc49ebc5f3bfe7d4c3086da8bc3414,93,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0xCF3C8Be2e2C42331Da80EF210e9B1b307C03d36A,37098,127846680436,0,4742856150814728
98,0xfccce556806214b7ff8d6725004857496d8bc187322cf25e71b6e1baf53b4cf8,94,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0xF411903cbC70a74d22900a5DE66A2dda66507255,55212,104632776883,0,5776984877264196
99,0xcf976b48bccad5a97b5b1978e7b5c180e7df2577c21e6507adac9e23c100c85d,95,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x00a8b738E453fFd858a7edf03bcCfe20412f0Eb0,36842,104632776883,0,3854880765923486
100,0xe31caddff6d1cf739b6064dc9d213ca7eb957035e11036297b005b345bee0d33,96,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x761D38e5ddf6ccf6Cf7c55759d5210750B5D60F3,51735,87239336488,0,4513327073206680
101,0x2a07801de3a56111981905aaa97995dca2d5848680d295599f80e1906318c01e,97,rogue,3,13398310,0x260Ee8F2B0C167e0cd6119b2DF923FD061dc1093,0xdAC17F958D2ee523a2206206994597C13D831ec7,63221,82521600355,0,5217098096043455
102,0x4f32920456cb9287f8290adccfb6457ee1beb247a4aa5df39169cc113e633124,98,rogue,3,13398310,0x7343b6C03ce382E1364ED563dA9ff98368806a7E,0x9d5963ba32e877871dfF3e2E697283dc64066271,37136,82240780331,0,3054093618372016
103,0x4e9736822e31eb3054c74b9a1e5763bceac72a1a6ee3ec5973aa86cba69a0345,99,rogue,3,13398310,0xa1D8d972560C2f8144AF871Db508F0B0B10a3fBf,0x92D6C1e31e14520e676a687F0a93788B716BEff5,220725,82218516167,0,18147681980961075
104,0xf9cb0c15c6ffa2c6cc7ee91dd3a0f43c1ad9aa5e931fcd9fa02301529669d260,100,rogue,3,13398310,0xd76c427Fc6e48FC94d1C62E0a23c4bF07A22A3fB,0xf4B00C937b4ec4Bb5AC051c3c719036c668a31EC,156456,81240780331,0,12710607527466936
105,0x872618411a4aef3bbf867c3191ff2387f6bbecdebd50bf049aeecb453858e8ae,101,rogue,3,13398310,0x691e3Cbb2a8F504fC650F21C9af6226051340559,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,48525,76740780331,0,3723846365561775
106,0x154d7960850435801313080c33c54f409c792519f20fd867bf59b4aa97a8bc99,102,rogue,3,13398310,0xA335ADE338308B8e071Cf2c8F3cA5e50F6563C60,0xA335ADE338308B8e071Cf2c8F3cA5e50F6563C60,21000,76193780331,0,1600069386951000
107,0x065e80451911e78335169326edc7612196b909dcb440e877026c2b1262e9fb46,103,rogue,3,13398310,0x7F3E9ddfF8f2BD71F82C3b566b7Bf0a9407984b7,0xdAC17F958D2ee523a2206206994597C13D831ec7,46109,73740780331,0,3400113640282079
108,0x253f9c6e6e299b8e8e59d618b1da6f5a0acaad69880272aea8d5741ea9f03ce5,104,rogue,3,13398310,0x0550c2099D33d2086273c623135D9FBeE6dDe6B8,0xe436a4bc4Bd2fe5ABb88A82CCf57014246C7f995,21000,70188169858,0,1473951567018000
109,0xe2d516693797317e3bd9b11e409f48d2703087b4715d2d0a6efd8906579214de,105,rogue,3,13398310,0x5aB9d116a53EF41063E3EaE26A7eBe736720E9bA,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,103897,70000000000,0,7272790000000000
110,0x1cdf8f9299101214778201399763319dbe4b951046aaef0484397a8197c33a23,106,rogue,3,13398310,0x3337F931944742F44A961740f01c63948CA17831,0x3146Dd9c200421A9c7d7b67bd1b75Ba3e2c15310,279969,69240780331,0,19385272028489739
111,0xd4ed6ad0a7c52d6dacc0cee44a3e27aa44120170be7a5adafaa5648196233573,107,rogue,3,13398310,0xCF4Be57aA078Dc7568C631BE7A73adc1cdA992F8,0xDC270a69016940937cC7EE5984faf66B38E43316,176211,65757715680,0,11587232837688480
112,0x87db57c19e04af1a526c9ecee9ccb21b985b9ab4defb641bd7982d33b2336bf4,108,rogue,3,13398310,0x04D23d0D0cb5444ac930EEca21197Bf2E274B592,0x04D23d0D0cb5444ac930EEca21197Bf2E274B592,21000,63561055670,0,1334782169070000
113,0x33df0e150525721c197727f78f552f916d48cb2027e90f16e9975f0aa9701e77,109,rogue,3,13398310,0x375d48cD18D06C4B580741FcBA729129425Ba8ee,0x3146Dd9c200421A9c7d7b67bd1b75Ba3e2c15310,1202950,62240780331,0,74872546699176450
114,0x59453c236684fce85db1e0f6a7062d0a680eff97ece15d4c2b929d8799664c5b,110,rogue,3,13398310,0xc355693b48952d0ce35B0b892BbE9ED77aE4C67F,0xa37fbfA91Be8E64047fDd8f0C8cDDFdad90999b9,21000,61130780331,0,1283746386951000
115,0x4cc9d054b3bbecb8fedc5fb476918b1e21e23c0617eef6d2e076c2b67f0fc9a9,111,rogue,3,13398310,0xA78d2C69b34CAb96cace31967afE52013DFCB604,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,165745,59240780331,0,9818863135961595
116,0x8798b25bc5ae34961100ddfc41ac288af8b56cba0c3960c1c04970cb3edc8e4c,112,rogue,3,13398310,0xbd6B8D8fA94f7307840252548549b56a33c98054,0x3146Dd9c200421A9c7d7b67bd1b75Ba3e2c15310,767344,59240780331,0,45458057342310864
117,0x7c3eb44f0f08f3323b4b02e4ada95c573aa2edfc87940b230c0b0c2cc6803f66,113,rogue,3,13398310,0xd57F5D1c30dE1D45149bC2D9CF528374D17f10Ab,0x3146Dd9c200421A9c7d7b67bd1b75Ba3e2c15310,278961,59240780331,0,16525867321916091
118,0x5b4a6c9b7c2e64041a0436dac0117a74233dc82bce1645c521543a06a2dd1e9c,114,rogue,3,13398310,0xFBb1b73C4f0BDa4f67dcA266ce6Ef42f520fBB98,0xCD10928CeBdA09BC53000C815e093Ca30bC0fA51,64223,59222544780,0,3803449493405940
119,0x087ad7652c2ecc25f192a9992115c075c88031a34e9ec7070784e272253f98cf,115,rogue,3,13398310,0x80fb5880F38185661962E475ac1557817dc9faea,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,202092,54240780331,0,10961627778652452
120,0x045a8c275c24c271a24c0ae8ae56f016564b42e8cdf9f1fcee4499662383dc46,116,rogue,3,13398310,0x45279AA7D2BDF60c873e2E19e50dC9F421a8B549,0xC88F7666330b4b511358b7742dC2a3234710e7B1,21000,53240780331,0,1118056386951000
121,0x0d03f6d0388f1d8fba6855a371cc85727392f0c363073b0b6a2d8778356a6035,117,rogue,3,13398310,0xdCa2534160D11444621AFC40210606102e42eFcE,0x14e94233Bc225C22082233821087F81C96163cb9,21000,53240780331,0,1118056386951000
122,0xa0a4c64f277726fd645163ab7eeaa76e99c5f99f4df3d4c346dc71a1d66876e7,118,rogue,3,13398310,0x416299AAde6443e6F6e8ab67126e65a7F606eeF5,0xC286baAD34E4137B8B9D6d13908D58AB2ECBF7AB,21000,50064980331,0,1051364586951000
123,0x21a082f80d8fa8b930edae9d5073fe1664a17277259eea9973525fbbc108114e,119,rogue,3,13398310,0x68b22215FF74E3606BD5E6c1DE8c2D68180c85F7,0xdAC17F958D2ee523a2206206994597C13D831ec7,63209,48240780331,0,3049251483942179
124,0xe1cf41f7e92c3a15d3a4debaeeb4065628bb82366df438222827edcb77fe6b6e,120,rogue,3,13398310,0x68b22215FF74E3606BD5E6c1DE8c2D68180c85F7,0xdAC17F958D2ee523a2206206994597C13D831ec7,63197,48240780331,0,3048672594578207
125,0xf44985964a31faa09b1c14df6a4870beaf97efae50780e2f4a35bc5486f2bfc0,121,rogue,3,13398310,0x562680a4dC50ed2f14d75BF31f494cfE0b8D10a1,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,65637,47740780331,0,3133561598585847
126,0x297f281b95a72ff9fa2d97364bdabef659c9436b3152bfaa352a13d233cfe898,122,rogue,3,13398310,0x59a5208B32e627891C389EbafC644145224006E8,0xB62132e35a6c13ee1EE0f84dC5d40bad8d815206,52487,46673606547,0,2449757586832389
127,0xcb98670d1a28d7a6bc36d0d7835a8d5463b8caf0e9db01bf21bbef1c741ebfe3,123,rogue,3,13398310,0x89e51fA8CA5D66cd220bAed62ED01e8951aa7c40,0xdAC17F958D2ee523a2206206994597C13D831ec7,63221,45720780331,0,2890513453306151
128,0x933c9974ad35a2c6644ca660e7803f1f9fc6e41d4a76842b8a30c5b4d14740e6,124,rogue,3,13398310,0x89e51fA8CA5D66cd220bAed62ED01e8951aa7c40,0xdAC17F958D2ee523a2206206994597C13D831ec7,63209,45720780331,0,2889964803942179
129,0xcbb40c61c457e865d3295d72cd0643c0993805ebfc08ee87a6eb77dafe5ba5df,125,rogue,3,13398310,0x89e51fA8CA5D66cd220bAed62ED01e8951aa7c40,0xdAC17F958D2ee523a2206206994597C13D831ec7,63209,45720780331,0,2889964803942179
130,0x0c64373c2dfcb23b4d514cbc83f63f54c9d459bc8528b47b957b1be28e2333d8,126,rogue,3,13398310,0x89e51fA8CA5D66cd220bAed62ED01e8951aa7c40,0xdAC17F958D2ee523a2206206994597C13D831ec7,46121,45720780331,0,2108688109646051
131,0xf95d41ef3b7bf5d8e7d688117538ae37134ebd2f7fd8fbb495e8d08f07bd40a6,127,rogue,3,13398310,0x89e51fA8CA5D66cd220bAed62ED01e8951aa7c40,0xdAC17F958D2ee523a2206206994597C13D831ec7,63221,45720780331,0,2890513453306151
132,0xd8d9a0fd63cebe36f42a329945bd485e2e81f4bbff2b64456b50091bcad33b4e,128,rogue,3,13398310,0xcE27fC71139d02f9A3D5Cc1356Add185750660Ac,0xa24787320ede4CC19D800bf87B41Ab9539c4dA9D,57347,45217316410,0,2593077444164270
133,0x9b32de8ce366aa918f9e80bdfd64e1a7949ba2b389b066d35e7d5349fa067fc8,129,rogue,3,13398310,0xBaa24B979BA9cDea531581d1083d9b667c42C798,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,46551,44818630108,0,2086352050157508
134,0x51ea466748e4460d28a24494faf7572665b3bce996bfaeb4f4c026726b8b40b5,130,rogue,3,13398310,0x1A4ab92338f4DAE86BAFF9F08062bA7dC5055EE0,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,118231,44040780331,0,5206985499314461
