to_address,finish_time,NetProfitSum,ProfitSum,txCnt
0x1c073d5045b1aBb6924D5f0f8B2F667b1653a4c3,2021-09-19,-2.4963215172333286e+18,-1.9137739948516283e+18,12
0x53aaBCcAE8C1713a6a150D9981D2ee867D0720e8,2021-09-15,-2.6050293922076805e+18,-2.571273860648497e+18,1
0x911605012f87A3017322c81fCB4C90ADA7C09116,2021-09-16,-2.6095311796579005e+18,1.0628070250875571e+17,53
0x984113d0369972f89cea423D68c6bDF7dcEfCEe9,2021-09-19,-2.6289724069250406e+18,-1.7620156273262687e+18,25
0x018D5C4783F5317815f6e8168942a12AddE3CD3C,2021-09-16,-2.670178772986116e+18,2.368154460629913e+18,106
0x00000000000123685885532dcB685c442Dc83126,2021-09-16,-2.725000800483072e+18,-1.4207571348702408e+18,11
0xA1006d0051a35b0000F961a8000000009eA8d2dB,2021-09-20,-2.8773438031370286e+18,-1.3797534823765588e+16,93
0xB2B551ced82faB96D60bE210620c26CF83fcd727,2021-09-21,-3.0034294909248645e+18,-2.979167869482994e+18,1
0x18C0cA3947E255881f94DE50B3a906Fc2759F7FE,2021-09-21,-3.031493442819472e+18,-2.1179006142697395e+18,39
0x8FE7d9643077b4aB2885cB2dAD4236cc4784413F,2021-09-19,-3.432663737488716e+18,-1.712561972201797e+18,156
0xbe19C32B4CD202407e8eEB73e4E2949438461Ae3,2021-09-16,-3.4704321917906995e+18,-3.030719299397842e+18,1
0xe32FD54adD3c631EAF290179539f4Bd7cF10D9b8,2021-09-17,-3.50108683483133e+18,-3.4908431535493386e+18,1
0x984113d0369972f89cea423D68c6bDF7dcEfCEe9,2021-09-20,-3.5319974012489477e+18,-2.5345502760073503e+18,26
0x611907f0eD5E7Dcf2C7017E06e8952120851d687,2021-09-16,-3.6112112126344673e+18,-3.25e+18,1
0xE592427A0AEce92De3Edee1F18E0157C05861564,2021-09-16,-3.6591261955627e+18,0.0,222
0x4024fe8187F0F31e72914A7d5014B29A88F07747,2021-09-17,-3.811835047268243e+18,-1.9492910761023e+18,62
0x9D58779365B067D5D3fCc6e92d237aCd06F1e6a1,2021-09-17,-4.064525114359588e+18,-4.046882619829588e+18,1
0x911605012f87A3017322c81fCB4C90ADA7C09116,2021-09-21,-4.067815307385234e+18,7.171275266790476e+17,69
0x00000000000123685885532dcB685c442Dc83126,2021-09-19,-4.1009943926337367e+18,-2.3052022515876073e+18,23
0x00000000000123685885532dcB685c442Dc83126,2021-09-17,-4.2214048669346903e+18,-2.216789664736812e+18,25
0xE592427A0AEce92De3Edee1F18E0157C05861564,2021-09-19,-4.5895001568102195e+18,-2.8604411027245194e+18,155
0x4024fe8187F0F31e72914A7d5014B29A88F07747,2021-09-16,-4.605374702693109e+18,-2.36015463798299e+18,49
0x00000000000123685885532dcB685c442Dc83126,2021-09-18,-4.802450670459233e+18,-2.5059785532518395e+18,18
0x4024fe8187F0F31e72914A7d5014B29A88F07747,2021-09-15,-4.866142608052542e+18,-2.5040110565514604e+18,57
0xc040aFA5D1C50b8970EcECfb3fDfaEc2Fe44F9E5,2021-09-19,-5.246590681558569e+18,-4.3087868249123113e+18,47
0xEdE2faFBa9e23418485f49f052D0e1d332853E0F,2021-09-16,-5.481317459158569e+18,46.0,23
0x1c073d5045b1aBb6924D5f0f8B2F667b1653a4c3,2021-09-21,-5.886921855075261e+18,-4.760753549812261e+18,10
0x8FE7d9643077b4aB2885cB2dAD4236cc4784413F,2021-09-20,-6.390130127721352e+18,-3.978844581778365e+18,166
0xB01A9a7EF5779fa8680898827Cc2B1AEd638eE2D,2021-09-17,-6.72711202e+18,-6.6933e+18,2
0x58B4F284fC53BbF349c5168d3f82323189b9A1C9,2021-09-18,-6.8996750472e+18,-6.88532856e+18,1
0x4A514260c29625885f36d70847f4c4f169eCd66a,2021-09-20,-6.934212508167689e+18,-6.685144033893461e+18,1
0x8ff42FD8f5fe291f02E276A0b0Aa8243f2fE311d,2021-09-20,-7.529161060907352e+18,-6.669987001488392e+18,3
0x4024fe8187F0F31e72914A7d5014B29A88F07747,2021-09-20,-8.753537624473599e+18,-4.4898688708203136e+18,70
0x703b120F15Ab77B986a24c6f9262364d02f9432f,2021-09-17,-9.402431398915822e+18,-9.373861873497985e+18,1
0xA1006d0051a35b0000F961a8000000009eA8d2dB,2021-09-21,-9.44284651953551e+18,-3.288804621663938e+18,101
0x58B4F284fC53BbF349c5168d3f82323189b9A1C9,2021-09-19,-9.999750652e+18,-9.988359514e+18,1
0x4024fe8187F0F31e72914A7d5014B29A88F07747,2021-09-21,-1.0209580637502513e+19,-5.268148881761573e+18,70
0x703b120F15Ab77B986a24c6f9262364d02f9432f,2021-09-21,-1.1878063648056953e+19,-1.182959319927076e+19,1
0x6cDc900324C935A2807ECC308f8eAd1FcD62FE35,2021-09-20,-1.3008858859489108e+19,-1.2987e+19,1
0x911605012f87A3017322c81fCB4C90ADA7C09116,2021-09-20,-1.435026712860857e+19,-7.251326960212517e+18,72
0x984113d0369972f89cea423D68c6bDF7dcEfCEe9,2021-09-16,-1.9579931270099497e+19,-1.857135002677243e+19,40
0xB01A9a7EF5779fa8680898827Cc2B1AEd638eE2D,2021-09-16,-2.462475326896308e+19,-2.45754e+19,1
0x0000000089341e263B85D84A0Eea39f47C37A9d2,2021-09-21,-2.556126230459143e+19,-2.5064978232202125e+19,3
0x00000000000123685885532dcB685c442Dc83126,2021-09-21,-3.79111827985013e+19,-1.9355093531573215e+19,12
0xE592427A0AEce92De3Edee1F18E0157C05861564,2021-09-17,-4.597816545893149e+19,-4.25760005235372e+19,196
0x000000000000F0BC41c73af48f022f8C27b5350e,2021-09-19,-4.694363503461034e+19,-4.691078057555658e+19,2
0xE592427A0AEce92De3Edee1F18E0157C05861564,2021-09-21,-5.158463083824559e+19,-4.788812490211059e+19,189
0xc86B8615fe5262Fe2F159ee72247eed5973E6fd0,2021-09-20,-7.2791664495101665e+19,-7.253759768050167e+19,2
0xEF1225Bc7811f93A5983774886b065F9b75f1Bb9,2021-09-21,-1.0007953129610135e+20,-9.999288038662482e+19,2
0xE592427A0AEce92De3Edee1F18E0157C05861564,2021-09-20,-1.4113667922954238e+20,-1.3674751883619036e+20,248
0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852,2021-09-17,-1.5129714401912183e+20,-1.499258861191426e+20,1
0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852,2021-09-19,-2.431480520872357e+20,-2.3967329953805304e+20,1
0x000000000000F0BC41c73af48f022f8C27b5350e,2021-09-20,-4.081689555321415e+20,-4.069070517596655e+20,2
0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,2021-09-19,-6.785165969958871e+22,-6.7843277826612535e+22,364
0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,2021-09-20,-9.3881114545287e+22,-9.385779078438007e+22,639
0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,2021-09-15,-9.87320014843813e+22,-9.872141722694328e+22,438
0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,2021-09-17,-1.0077167077758569e+23,-1.007539340001142e+23,502
0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,2021-09-18,-1.0495096640468742e+23,-1.0493862132166866e+23,427
0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,2021-09-16,-1.1556467049192108e+23,-1.1555239138207843e+23,317
0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,2021-09-21,-2.064704402556624e+23,-2.0644261279242895e+23,609
